"","Year","EventType","Actor1","Actor2","Country","Region","Location","ConflictLat","ConflictLong","StationID","YrMoDy","MaxTemp","StationName","StationLong","StationLat","TempCat"
"25775",2007,"Violence against civilians","Unidentified Armed Group (Somalia)","Civilians (Somalia)","Somalia","Lower Juba","Kismayo",-0.36,42.53,637720,20071129,89.59,"LAMU",40.83,-2.2,"M"
"20917",1997,"Violence against civilians","Hutu Rebels","Civilians (Burundi)","Burundi","Makamba","Makamba",-4.13,29.79,643900,19971109,86.4,"BUJUMBURA",29.31,-3.31,"M"
"13430",2002,"Violence against civilians","Unidentified Armed Group (Somalia)","Civilians (Somalia)","Somalia","Lower Juba","Kismayo",-0.36,42.53,637720,20020520,82.4,"LAMU",40.83,-2.2,"C"
"26208",2005,"Riots","Protesters (Somalia)","","Somalia","Somaliland","",9.55,44.04,631700,20050614,90,"HARGEISA",44.08,9.5,"M"
"13462",2002,"Violence against civilians","LRA: Lord's Resistance Army","Civilians (Uganda)","Uganda","Gulu District","Guru-Guru",2.76,32.3,636300,20020626,82.4,"GULU",32.33,2.75,"M"
"31109",2006,"Violence against civilians","Civilians (Chad)","Janjaweed","Chad","Ouaddai","Borota",13,21.85,627700,20060105,95,"GENINA",22.45,13.48,"M"
"9360",2004,"Violence against civilians","Unidentified Armed Group (Nigeria)","Civilians (Nigeria)","Nigeria","Cross River State","Eyuma",5.75,8.5,652640,20041110,79.5,"CALABAR",8.35,4.96,"C"
"31382",1999,"Battles","Ijaw Ethnic Militia (Nigeria)","Itsekiri Ethnic Militia (Nigeria)","Nigeria","Delta State","Warri",5.51,5.75,652450,19990228,95.4,"ONITSHA",6.78,6.15,"M"
"26795",2004,"Riots","Rioters (Niger)","","Niger","Niamey","Niamey",13.51,2.11,610520,20040121,90.5,"NIAMEY-AERO",2.16,13.48,"C"
"35362",2005,"Battles","Eastern Front","Military Forces of Sudan (1989-)","Sudan","Kassala","Kassala",15.45,36.39,627300,20050419,107.59,"KASSALA",36.4,15.46,"H"
"4216",2002,"Battles","KANU: Kenya African National Union","NARC: National Rainbow Coalition (Kenya)","Kenya","Nairobi District","Westlands",-1.26,36.79,637400,20021225,73.8,"JOMO KENYATTA INTL",36.91,-1.31,"M"
"31195",2008,"Battles","Gaaljecel clan militia","Galjeel clan militia","Somalia","Middle Shabelle","Gamboole in Jowhar",3.08,45.16,634780,20080329,95,"GODE",43.58,5.9,"M"
"3666",1999,"Battles","Military Forces of Burundi (1996-2005)","Hutu Rebels","Burundi","Bujumbura","Mubone",-3.63,29.34,637290,19981223,73.4,"BUKOBA",31.81,-1.33,"C"
"34862",2008,"Battles","Military Forces of Sudan (1989-)","Unidentified Armed Group (Sudan)","Sudan","East Equatoria","Kapoeta",4.77,33.59,629410,20080311,104,"JUBA",31.6,4.86,"H"
"4507",1997,"Riots","Protesters (South Africa)","","South Africa","Mpumalanga Province","Bosbokrand",-24.83,31.06,683960,19970514,74.5,"MANZINI/MATSAPA AIR",31.29,-26.53,"M"
"29955",2007,"Violence against civilians","ONLF: Ogaden National Liberation Front","Civilians (Ethiopia)","Ethiopia","Jijiga Province","Jijiga",9.35,42.79,634710,20070425,93.59,"DIREDAWA",41.84,9.6,"M"
"9714",2001,"Battles","Military Forces of Burundi (1996-2005)","RCD: Rally for Congolese Democracy","Democratic Republic of Congo","Sud-Kivu","Uvira",-3.4,29.14,643870,20010524,79.9,"KIGALI INTL",30.13,-1.96,"M"
"23366",2008,"Battles","Unidentified Armed Group (Kenya)","Unidentified Armed Group (Kenya)","Kenya","Kisii District","Kisii",-0.68,34.76,637080,20080131,87.8,"KISUMU",34.75,-0.1,"M"
"29379",1999,"Battles","Unidentified Armed Group (Sudan)","Police Forces of Sudan (1989-)","Sudan","Khartoum","Khartoum",15.54,32.53,627210,19991210,93.19,"KHARTOUM",32.54,15.6,"M"
"6301",1998,"Battles","RCD: Rally for Congolese Democracy (Kisangani)","Mayi-Mayi Militia","Democratic Republic of Congo","Kivu","Bukavu",-2.5,28.86,637260,19980831,77,"KABALE",29.98,-1.25,"M"
"10826",2004,"Battles","Military Forces of Democratic Republic of Congo (2003-)","FDLR: Democratic Forces for the Liberation of Rwanda","Democratic Republic of Congo","Kivu","Bukavu",-2.5,28.86,643900,20040422,80.59,"BUJUMBURA",29.31,-3.31,"M"
"12235",2005,"Battles","Kikuyu Ethnic Militia (Kenya)","Maasai Ethnic Militia (Kenya)","Kenya","Nakuru District","Mai Mahiu",-0.58,36.61,637170,20050123,81.5,"NYERI",36.96,-0.43,"H"
"8261",2001,"Battles","Hutu Rebels","Military Forces of Burundi (1996-2005)","Burundi","Bujumbura-Rural","Tenga in Mutimbuzi",-3.3,29.41,637260,20011129,78.8,"KABALE",29.98,-1.25,"H"
"7045",2001,"Violence against civilians","Hutu Rebels","Civilians (Burundi)","Burundi","Gitega","Kirima",-3.26,29.91,638010,20010406,77.4,"KIGOMA",29.66,-4.88,"C"
"4446",2002,"Riots","Protesters (South Africa)","","South Africa","Western Cape Province","Cape Town",-33.92,18.42,688170,20020404,74.3,"CAPE TOWN-PORTNET",18.43,-33.9,"M"
"24898",1998,"Battles","RUF: Revolutionary United Front of Sierra Leone","ECOMOG: Economic Community of West African States Monitoring Group (Sierra Leone)","Sierra Leone","Northern","Kamalo",9.39,-12.25,618180,19981121,89.19,"KINDIA",-12.86,10.05,"M"
"34030",2010,"Battles","Udeni-Gida Community Militia (Nigeria)","Police Forces of Nigeria (2007-)","Nigeria","Nasarawa State","Nassarawa State",8.5,8.25,651230,20100203,100.4,"MINNA",6.53,9.61,"H"
"17476",1998,"Battles","Military Forces of Democratic Republic of Congo (1997-2003)","ALIR: People in Action for the Liberation of Rwanda","Democratic Republic of Congo","Nord-Kivu","Beni",0.43,29.54,636740,19980817,84.4,"KASESE",30.1,0.18,"M"
"26160",2001,"Battles","LURD: Liberians for Reconciliation and Democracy","Military Forces of Liberia (1997-2003)","Liberia","Lofa County","Foya",8.27,-10.31,618490,20010402,90,"NZEREKORE",-8.3,7.75,"M"
"34099",2009,"Battles","Muslim Militia (Egypt)","Christian Militia (Egypt)","Egypt","Ad Daqahliyah","Mit el-Qurashi",30.66,31.36,623660,20090701,100.8,"CAIRO AIRPORT",31.39,30.1,"H"
"30243",1997,"Battles","Protesters","ULIMO J","Liberia","Grand Cape Mount","Baloma",7.25,-11.22,618340,19970306,94.09,"KISSIDOUGOU",-10.13,9.41,"H"
"9499",2001,"Violence against civilians","Hutu Rebels","Civilians (Burundi)","Burundi","Bujumbura","Mugongomanga",-3.46,29.54,638010,20010213,79.69,"KIGOMA",29.66,-4.88,"C"
"10921",2005,"Battles","Ninjas/Nsiloulou","Military Forces of ROC (1997-)","Republic of Congo","Pool","Bacongo",-4.29,15.22,644500,20051017,80.59,"BRAZZAVILLE/MAYA-M",15.25,-4.25,"C"
"16533",2002,"Battles","MPLA:  Popular Movement for the Liberation of Angola (1961-)","","Angola","Cunene","Mongua",-16.71,15.36,680140,20020215,84.19,"GROOTFONTEIN",18.11,-19.6,"M"
"21152",2008,"Violence against civilians","Border Guard (Egypt)","Civilians (Migrant)","Egypt","Shamal Sina'","El-`Arish",31.12,33.8,623370,20080610,86.4,"EL ARISH",33.81,31.08,"M"
"18694",2000,"Violence against civilians","ADF: Allied Democratic Forces","Civilians (Uganda)","Uganda","Bundibugyo District","Bundibugyo",0.74,30.04,636740,20000114,85.3,"KASESE",30.1,0.18,"M"
"4506",2010,"Battles","Unidentified Armed Group (South Africa)","Police Forces of South Africa (2009-)","South Africa","Western Cape Province","Cape Town",-33.92,18.42,688170,20100917,74.3,"CAPE TOWN-PORTNET",18.43,-33.9,"M"
"9608",2005,"Battles","FACA: Military Forces of Central African Republic (2003-)","Unidentified Armed Group (CAR)","Central African Republic","Nana-Mambere","Sakani",5.33,14.89,646000,20050705,79.69,"BERBERATI",15.8,4.25,"C"
"3453",1999,"Battles","Pian Ethnic Militia (Uganda)","UPDF: Military Forces of Uganda (1986-)","Uganda","Kapchorwa","""Lakwena Hill, Chepsikunya""",1.38,34.52,636610,19990920,72.9,"KITALE",35,1.01,"C"
"18516",2006,"Violence against civilians","Military Forces of Sudan (1989-)","Civilians (Sudan)","Sudan","Darfur","Djebel Sirba",13.8,22.53,627700,20061121,85.09,"GENINA",22.45,13.48,"C"
"1399",1999,"Battles","Police Forces of Kenya (1978-2002)","Rioters (Kenya)","Kenya","Nairobi District","University of Nairobi",-1.27,36.82,637420,19990131,68,"WILSON",36.81,-1.31,"C"
"14966",2002,"Battles","Unidentified Armed Group (Burundi)","Military Forces of South Africa (1999-2008)","Burundi","Bururi","Kinama",-3.88,29.54,638010,20020109,83.09,"KIGOMA",29.66,-4.88,"M"
"21288",2004,"Violence against civilians","Civilians (Burkina Faso)","Bete Ethnic Militia (Ivory Coast)","Ivory Coast","Fromager","Gagnoa",6.13,-5.93,655570,20041223,86.5,"GAGNOA",-5.94,6.13,"M"
"2559",2008,"Battles","Unidentified Ethnic Militia (Kenya)","Unidentified Ethnic Militia (Kenya)","Kenya","Eastern Province","Mwingi",-0.93,38.06,637200,20080618,71.19,"EMBU",37.45,-0.5,"C"
"27078",1999,"Battles","RUF: Revolutionary United Front of Sierra Leone","ECOMOG: Economic Community of West African States Monitoring Group (Sierra Leone)","Sierra Leone","Western","Freetown",8.48,-13.23,618320,19990109,90.9,"CONAKRY/GBESSIA",-13.61,9.56,"H"
"27989",2008,"Battles","Unidentified Armed Group (Somalia)","TFG police: Transitional Federal Government police (Somalia)","Somalia","Bay","Baidoa",3.11,43.65,634780,20080923,91.4,"GODE",43.58,5.9,"M"
"8957",1999,"Battles","RCD: Rally for Congolese Democracy (Goma)","Mayi-Mayi Militia","Democratic Republic of Congo","Sud-Kivu","Uvira",-3.4,29.14,643870,19990518,79.19,"KIGALI INTL",30.13,-1.96,"M"
"17020",2006,"Battles","Military Forces of Burundi (2005-)","Mutiny for Military Forces of Burundi (1996-2005)","Burundi","Bubanza","Bubanza",-3.1,29.39,643900,20060306,84.19,"BUJUMBURA",29.31,-3.31,"M"
"16433",2000,"Battles","Military Forces of Burundi (1996-2005)","Hutu Rebels","Burundi","Bujumbura-Rural","Tenga in Mutimbuzi",-3.3,29.41,638010,20001125,84.19,"KIGOMA",29.66,-4.88,"M"
"6581",2005,"Battles","UPDF: Military Forces of Uganda (1986-)","LRA: Lord's Resistance Army","Uganda","Pader District","Angakura near River Aswa near Pader town",3.04,33.21,636300,20050908,77,"GULU",32.33,2.75,"C"
"6394",2001,"Battles","Degodia Ethnic Militia (Kenya)","Ajuran Ethnic Militia (Kenya)","Kenya","Isiolo District","Isiolo",0.34,37.58,636950,20010116,77,"MERU",37.65,0.08,"M"
"3280",1997,"Riots","Protesters (South Africa)","","South Africa","KwaZulu-Natal Province","Durban",-29.85,31.01,685880,19970725,72.5,"DURBAN INTNL. AIRPO",30.95,-29.96,"C"
"24848",2007,"Battles","Military Forces of Democratic Republic of Congo (2003-)","FNI:Front des Nationalistes and Intagrationnistes","Democratic Republic of Congo","Ituri","Bunia",1.56,30.25,636740,20070131,89.09,"KASESE",30.1,0.18,"M"
"19447",1997,"Violence against civilians","Unidentified Armed Group (Nigeria)","Civilians (Nigeria)","Nigeria","Lagos State","Lagos City",6.45,3.39,653440,19970914,86,"COTONOU",2.38,6.34,"M"
"5279",2009,"Violence against civilians","Unidentified Armed Group (South Africa)","Civilians (South Africa)","South Africa","Gauteng Province","Heidelberg",-26.5,28.35,682674,20090110,75.19,"SPRINGS",28.39,-26.25,"M"
"4235",2007,"Battles","Military Forces of Democratic Republic of Congo (2003-)","CMPD/CNDP: National Congress for the Defense of the People","Democratic Republic of Congo","Nord-Kivu","Sake",-1.57,29.04,637260,20071026,73.8,"KABALE",29.98,-1.25,"M"
"31989",2002,"Battles","TFG: Transitional Federal Government (Somalia)","SSIC: Somali Supreme Islamic Courts Council","Somalia","Bay","Iidoley",2.34,43.46,636240,20021219,96.4,"MANDERA",41.86,3.93,"M"
"20012",2002,"Riots","Rioters (Senegal)","Police Forces of Senegal (2000-)","Senegal","Dakar","Dakar",14.66,-17.43,616410,20021214,86,"DAKAR/YOFF",-17.5,14.73,"M"
"22592",1999,"Battles","RUF: Revolutionary United Front of Sierra Leone","ECOMOG: Economic Community of West African States Monitoring Group (Sierra Leone)","Sierra Leone","Northern","Port Loko",8.77,-12.77,618320,19990512,87.8,"CONAKRY/GBESSIA",-13.61,9.56,"M"
"18761",2002,"Battles","MPLA:  Popular Movement for the Liberation of Angola (1961-)","","Angola","Cuanza Sul","Mussende",-11.13,14.89,663100,20020214,85.3,"MONBACA (BENGUELA)",13.41,-12.58,"M"
"25160",1999,"Battles","MPLA:  Popular Movement for the Liberation of Angola (1961-)","","Angola","Uige","Songo",-7.34,14.85,642100,19990210,89.59,"KINSHASA/NDJILI",15.43,-4.38,"M"
"32736",2003,"Battles","Military Forces of Ethiopia (1991-)","ONLF: Ogaden National Liberation Front","Ethiopia","Dolo District","Dolo Odo",4.17,42.05,636240,20031009,97.69,"MANDERA",41.86,3.93,"M"
"27331",2006,"Violence against civilians","Police Forces of Zimbabwe  (1980-)","Civilians (MDC - Movement for Democratic Change)","Zimbabwe","Mashonaland West","Mhondoro",-18.45,30.61,677750,20061203,91.19,"HARARE (KUTSAGA)",31.13,-17.91,"H"
"9520",2001,"Battles","Military Forces of Burundi (1996-2005)","CNDD-FDD: National Council for the Defense of Democracy","Burundi","Bujumbura","Bujumbura",-3.37,29.35,638010,20010615,79.69,"KIGOMA",29.66,-4.88,"C"
"22461",2005,"Violence against civilians","Police Forces of Tanzania (1995-2005)","Civilians (Tanzania)","Tanzania","Zanzibar South and Central","Zanzibar",-6.16,39.33,638700,20050421,87.59,"ZANZIBAR/KISAUNI",39.21,-6.21,"M"
"24228",1998,"Battles","Unidentified Armed Group (DRC)","Police Forces of Democratic Republic of Congo (1997-2003)","Democratic Republic of Congo","Kinshasa","Kinshasa",-4.32,15.31,642100,19980820,88.69,"KINSHASA/NDJILI",15.43,-4.38,"M"
"30949",1999,"Battles","NDA: National Democratic Alliance","Military Forces of Sudan (1989-)","Sudan","River Nile","Al Hafirah",19.08,33.59,626400,19990404,95,"ABU HAMED",33.31,19.53,"M"
"29004",2002,"Violence against civilians","ZANU-PF: Zimbabwe African National Union-Patriotic Front Militia","Civilians (Zimbabwe)","Zimbabwe","Mashonaland Central","Mvurwi",-17.03,30.85,677790,20020313,92.5,"MOUNT DARWIN",31.58,-16.78,"H"
"11623",2002,"Riots","Protesters (Egypt)","Police Forces of Egypt","Egypt","Al Qahirah","Cairo",30.04,31.25,623660,20020515,81,"CAIRO AIRPORT",31.39,30.1,"M"
"14361",2000,"Battles","Hutu Rebels","Military Forces of Burundi (1996-2005)","Burundi","Rutana","Bukemba",-3.98,29.91,643870,20000622,82.59,"KIGALI INTL",30.13,-1.96,"M"
"15965",2009,"Riots","Protesters (Guinea)","","Guinea","Conakry","Conakry",9.5,-13.71,618320,20090831,83.8,"CONAKRY/GBESSIA",-13.61,9.56,"M"
"30285",1999,"Battles","RUF: Revolutionary United Front of Sierra Leone","Kamajor Militia (Sierra Leone)","Sierra Leone","Southern","Moyamba",8.18,-12.67,618320,19990302,94.09,"CONAKRY/GBESSIA",-13.61,9.56,"H"
"25534",2003,"Violence against civilians","FACA: Military Forces of Central African Republic (2003-)","Civilians (CAR)","Central African Republic","Bangui","Bangui",4.36,18.58,646500,20031213,89.59,"BANGUI",18.51,4.4,"M"
"21905",2009,"Riots","Protesters (Nigeria)","","Nigeria","Nasarawa State","Lafia",8.48,8.51,651250,20091006,86.9,"ABUJA",7,9.25,"M"
"14756",1997,"Battles","Military Forces of Democratic Republic of Congo (1997-2003)","Police Forces of Democratic Republic of Congo (1997-2003)","Democratic Republic of Congo","Kinshasa","Kinshasa",-4.32,15.31,642100,19971129,82.9,"KINSHASA/NDJILI",15.43,-4.38,"M"
"8478",2005,"Riots","NPP: New Patriotic Party (Ghana)","NDC: National Democratic Congress (Ghana)","Ghana","Greater Accra","Accra",5.55,-0.21,654720,20050824,78.8,"ACCRA",-0.16,5.59,"C"
"18877",2008,"Violence against civilians","ZANU-PF: Zimbabwe African National Union-Patriotic Front Militia","Civilians (MDC - Movement for Democratic Change)","Zimbabwe","Mashonaland Central","Guruve",-16.66,30.7,677650,20080513,85.3,"KAROI",29.61,-16.83,"H"
"35447",2002,"Violence against civilians","Military Forces of Sudan (1989-)","Civilians (Sudan)","Sudan","Western Upper Nile","Bentiu",9.23,29.83,628400,20020525,108.5,"MALKAL",31.64,9.55,"H"
"34628",1999,"Riots","","Protesters (Ivory Coast)","Ivory Coast","Savanes","Korhogo",9.44,-5.63,655360,19991203,103.09,"KORHOGO",-5.61,9.41,"H"
"2081",2007,"Violence against civilians","Mungiki Sect Militia (Kenya)","Civilians (Kenya)","Kenya","Nairobi District","Athi River Township",-1.43,37.03,637400,20070705,69.8,"JOMO KENYATTA INTL",36.91,-1.31,"C"
"20842",2003,"Battles","LURD: Liberians for Reconciliation and Democracy","Military Forces of Liberia (2003-2005)","Liberia","Montserrado","Monrovia",6.3,-10.8,618490,20031002,86.19,"NZEREKORE",-8.3,7.75,"M"
"25923",2009,"Battles","Military Forces of Nigeria (2007-)","MEND: Movement for the Emancipation of the Niger Delta","Nigeria","Delta State","Oporoza",5.38,5.44,652290,20090517,89.59,"BENIN",5.09,6.31,"M"
"22926",2002,"Battles","FNL: National Forces for the Liberation of the Hutu People","Military Forces of Burundi (1996-2005)","Burundi","Bujumbura","Muyira",-3.4,29.39,638010,20021022,87.8,"KIGOMA",29.66,-4.88,"M"
"24713",2008,"Battles","MEND: Movement for the Emancipation of the Niger Delta","Unidentified Armed Group (Nigeria)","Nigeria","Delta State","Niger Delta",5.32,6.47,652570,20080906,88.9,"ENUGU",7.55,6.46,"M"
"28554",2009,"Violence against civilians","Al Shabaab (Somalia)","Civilians (Somalia)","Somalia","Galgaduud","Dhusamareb",5.51,46.4,634780,20090131,92.09,"GODE",43.58,5.9,"M"
"8943",1999,"Battles","Military Forces of Democratic Republic of Congo (1997-2003)","MLC: Congolese Liberation Movement","Democratic Republic of Congo","Maniema","Bondo",-4.69,27.68,643870,19990503,79.19,"KIGALI INTL",30.13,-1.96,"M"
"35522",2005,"Violence against civilians","Civilians (Cameroon)","Unidentified Armed Group (Cameroon)","Cameroon","Adamaoua","Adamaoua Province",6.5,13.5,648600,20050324,109.4,"GAROUA",13.38,9.33,"H"
"29599",2006,"Violence against civilians","Unidentified checkpoint militia (Somalia)","Civilians (Somalia)","Somalia","Bay","Bay",2.4,42.98,636710,20060210,93.19,"WAJIR",40.06,1.75,"M"
"7454",2009,"Battles","Unidentified Armed Group (Kenya)","Mungiki Sect (Kenya)","Kenya","Mathira East District","Karatina",-1,36.76,637410,20090421,77.69,"DAGORETTI CORNER",36.75,-1.29,"M"
"15349",2005,"Violence against civilians","Unidentified Armed Group (DRC)","Civilians (DRC)","Democratic Republic of Congo","Nord-Kivu","Kabati",-0.98,29.06,643870,20050113,83.3,"KIGALI INTL",30.13,-1.96,"M"
"9640",2008,"Battles","Military Forces of Algeria (1999-)","AQLIM: Al-Qaeda in Islamic Maghreb","Algeria","Tizi Ouzou","Foret de Mizrana",36.54,3.89,603950,20080428,79.69,"TIZI-OUZOU",4.05,36.7,"M"
"21537",1998,"Violence against civilians","GIA: Armed Islamic Group of Algeria","Civilians (Algeria)","Algeria","Tizi Ouzou","Tizi Ouzou",36.71,4.04,603900,19980626,86.9,"DAR-EL-BEIDA",3.21,36.68,"M"
"7047",2001,"Violence against civilians","MDC: Movement for Democratic Change Militia","Civilians (Zimbabwe)","Zimbabwe","Harare","Harare",-17.83,31.04,677750,20010502,77.4,"HARARE (KUTSAGA)",31.13,-17.91,"M"
"6973",2009,"Riots","Rioters (South Africa)","Police Forces of South Africa (2009-)","South Africa","Mpumalanga Province","Standerton",-29.95,29.25,685720,20091014,77.19,"SHALEBURN",29.35,-29.79,"M"
"20623",2009,"Battles","SPLA: Sudanese People's Liberation Army","LRA: Lord's Resistance Army","Democratic Republic of Congo","Orientale","Garamba National Park",4.16,29.5,636020,20090121,86,"ARUA",30.91,3.04,"M"
"2383",2004,"Battles","ZANU-PF: Zimbabwe African National Union-Patriotic Front Militia","MDC: Movement for Democratic Change Militia","Zimbabwe","Harare","Hatfield",-17.68,31.1,677750,20040812,70.69,"HARARE (KUTSAGA)",31.13,-17.91,"C"
"3799",2002,"Riots","Protesters (Algeria)","Police Forces of Algeria (1999-)","Algeria","Mila","Mila",36.45,6.26,604190,20020714,73.4,"CONSTANTINE",6.61,36.28,"M"
"10078",2000,"Violence against civilians","Hutu Rebels","Civilians (Burundi)","Burundi","Bujumbura","Bujumbura",-3.37,29.35,638010,20001231,80.19,"KIGOMA",29.66,-4.88,"C"
"10951",2006,"Battles","Military Forces of Burundi (2005-)","PALIPEHUTU-FNL: National Forces for the Liberation of the Hutu People","Burundi","Bujumbura","Kanyosha",-3.41,29.4,643900,20060128,80.59,"BUJUMBURA",29.31,-3.31,"M"
"16393",2000,"Battles","Hutu Rebels","Military Forces of Burundi (1996-2005)","Burundi","Bujumbura","Musaga",-3.41,29.37,638010,20001120,84.19,"KIGOMA",29.66,-4.88,"M"
